ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.9632,-1.798,8.8681,-2.1663,-1.5942,9.4306,-0.1429,-0.0937,0.5556,0.016,-0.0256,-0.0032,0,-20.64,19.5,-11.22,50.72,9.35,13.04,3.1,987.95,70.251,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,18 / 20,196016,2018-07-24 07:58:48:669
-1.1217,-1.5431,6.5781,-2.0363,-1.4902,9.4765,0.9146,-0.0529,-2.8984,-0.066,0.1854,0,0,-20.7,19.5,-12.66,51.59,8.99,12.37,3.1,988,67.854,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,196515,2018-07-24 07:58:49:168
-1.7633,-1.822,8.7293,-2.0336,-1.5635,9.4652,-0.1044,0.0695,0.3905,0.0533,0.1033,-0.0256,0,-20.82,19.32,-12.54,53.13,9.07,12.24,3.1,987.98,73.259,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,197016,2018-07-24 07:58:49:669
-0.9756,-1.391,9.2943,-2.0216,-1.5433,9.4711,0.1242,-0.3063,-0.5084,-0.0266,-0.0724,-0.0096,0,-21.06,19.26,-12.48,52.62,9.05,12.05,3.1,988,66.569,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,197517,2018-07-24 07:58:50:170
-3.2681,-1.8124,9.0956,-1.798,-1.5936,9.5078,0.2573,-0.2271,-0.0244,0.0618,-0.2653,0.0213,0,-20.94,19.26,-12.6,53.19,9.58,10.93,3.1,988.01,70.451,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,198017,2018-07-24 07:58:50:670
-1.3228,-1.7406,9.9024,-1.7346,-1.6197,9.5152,0.1568,-0.5387,-0.3609,0.0415,-0.0405,-0.0043,0,-20.58,19.14,-12.6,53.14,9.42,10.9,3.1,988.03,68.851,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,198516,2018-07-24 07:58:51:169
-1.7107,-2.1165,8.5389,-1.8066,-1.7467,9.4792,0.096,-0.3698,-0.9403,-0.0202,0.0213,-0.0128,0,-20.7,19.14,-12.18,52.82,10.02,10.63,3.1,988,68.309,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,199015,2018-07-24 07:58:51:668
-1.3587,-0.6117,9.1566,-1.7691,-1.7553,9.4847,0.4104,1.1436,-0.3281,-0.0234,0.0437,0.0117,0,-20.7,19.26,-12.36,52.92,10.34,10.61,3.1,988.02,68.977,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,199516,2018-07-24 07:58:52:169
-3.7505,-1.2665,13.2854,-1.9587,-1.6871,9.4598,-1.2327,-1.9449,-0.515,0.0671,0.13,0.0053,0,-20.28,19.08,-12.48,51.72,10.03,11.57,3.1,988.02,67.879,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,200016,2018-07-24 07:58:52:669
-2.6025,-1.7083,9.7025,-2.017,-1.5857,9.4651,-0.5364,-0.1788,1.0598,0.0298,-0.1055,0.016,0,-19.98,18.9,-13.14,52.14,9.51,12.31,3.1,988.04,74.373,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,200516,2018-07-24 07:58:53:169
-1.8699,-1.5359,9.0405,-1.9234,-1.663,9.4713,0.1577,0.2229,0.3617,0.0149,0.0671,0.0138,0,-20.4,18.6,-13.32,52.13,9.74,11.35,3.1,987.99,66.514,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,201016,2018-07-24 07:58:53:669
-1.7909,-1.6257,8.9818,-2.0377,-1.6325,9.4527,0.3773,-0.302,-0.0267,0.0138,0.0096,0.0032,0,-22.38,18.18,-12.6,55.89,9.49,12.08,3.1,988.06,66.737,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,201516,2018-07-24 07:58:54:169
-3.8607,-2.4481,8.5796,-2.1436,-1.6849,9.42,-1.717,-0.7632,-0.8404,-0.0256,-0.0916,-0.0043,0,-22.68,18,-11.76,56.54,9.99,13.17,3.1,988.04,69.012,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,202015,2018-07-24 07:58:54:668
-1.7801,-1.7921,10.4447,-2.1393,-1.6498,9.4272,0.3592,-0.1422,1.0175,0.0202,-0.131,0.0117,0,-23.1,18.9,-11.88,54.98,9.9,13.14,3.1,987.98,70.357,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,202516,2018-07-24 07:58:55:169
-0.9014,-1.5502,7.5657,-2.0725,-1.6067,9.4495,-0.2235,-1.3262,-2.6919,-0.0991,0.3856,-0.0011,0,-20.34,20.28,-14.28,51.13,9.56,12.32,3.1,987.99,69.31,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,203016,2018-07-24 07:58:55:669
-1.9944,-1.9285,8.819,-2.3652,-1.6163,9.3789,0.3708,-0.3122,-0.5599,0.0011,-0.0192,0,0,-18.66,18.06,-15.42,53.88,9.45,14.32,3.1,987.96,69.015,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,203516,2018-07-24 07:58:56:169
-2.6001,-2.3894,9.3877,-2.3074,-1.6364,9.3898,-0.0209,-0.3006,0.5126,0.0107,-0.033,-0.0011,0,-20.04,17.1,-14.46,56.12,9.66,13.71,3.1,987.95,68.241,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,204015,2018-07-24 07:58:56:668
-0.3388,-1.4928,9.584,-2.184,-1.7501,9.3988,0.2364,-2.022,-1.4848,-0.0703,0.0117,0.0011,0,-19.98,17.22,-12.6,55.7,10.15,13.17,3.1,987.96,66.009,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,204515,2018-07-24 07:58:57:168
-1.2845,-1.2163,10.3585,-2.0899,-1.7604,9.4183,0.8054,0.5442,0.9403,0.033,-0.1502,0.0032,0,-20.22,17.7,-11.82,53.42,10.11,12.75,3.1,987.92,71.195,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,14 / 20,205016,2018-07-24 07:58:57:669
-1.8064,-1.3575,9.3601,-1.795,-1.804,9.4707,-0.4507,-0.3017,-1.2646,-0.0032,-0.0117,-0.0192,0,-21.42,17.94,-11.64,54.55,10.39,10.82,3.1,987.91,68.24,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,13 / 20,205516,2018-07-24 07:58:58:169
-2.5355,-2.0818,9.0908,-1.6948,-1.8505,9.4802,-0.3355,-0.2229,0.2894,-0.0075,-0.0874,0.0021,0,-20.64,18.3,-11.76,54.68,10.88,10.14,3.1,987.89,67.432,42.392128,-83.29549,487.1,600.78208,,54.97,48.935486,357.9,13 / 20,206016,2018-07-24 07:58:58:669
-2.1727,-2.2661,9.0154,-1.7207,-1.9996,9.4452,-0.6987,-0.9225,-0.5998,-0.0117,0.0096,0.0043,0,-20.58,18.12,-13.2,55.5,11.68,10.17,3.1,987.91,63.447,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,206516,2018-07-24 07:58:59:169
-1.6975,-3.0335,9.2332,-1.9041,-2.2425,9.355,-0.1478,-0.8185,1.4285,-0.0053,-0.1321,0.0117,0,-20.58,18.18,-13.26,55.98,12.85,12.16,3.1,987.89,67.594,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,207016,2018-07-24 07:58:59:669
-2.5462,-2.32,8.4851,-2.0786,-2.3685,9.2866,0.5738,0.1371,0.3513,0.0053,-0.1055,0.0181,0,-18.36,17.16,-15.9,57.02,14.02,12.58,3.1,987.93,66.95,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,207515,2018-07-24 07:59:00:168
-2.2984,-2.8096,9.0752,-2.0074,-2.425,9.2876,-0.291,-0.3846,-0.2124,0.017,0.0085,-0.0032,0,-18.3,16.5,-14.16,55.64,14.23,12.13,3.1,987.93,65.056,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,208016,2018-07-24 07:59:00:669
-1.919,-2.7126,9.329,-2.061,-2.475,9.2627,-0.0375,-0.3202,-0.4017,-0.0085,0.0469,-0.0085,0,-18.48,17.1,-12.54,55.03,14.5,12.36,3.1,987.87,64.457,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,208515,2018-07-24 07:59:01:168
-2.1703,-2.9449,9.2308,-2.1785,-2.5287,9.2212,-0.3258,0.2387,-0.2214,0.017,-0.016,-0.0064,0,-19.14,16.98,-13.14,56.35,14.9,13.41,3.1,987.88,66.485,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,209017,2018-07-24 07:59:01:670
-1.7502,-2.5259,9.1099,-2.0237,-2.6151,9.2323,-0.1646,0.015,-1.1435,0.0085,0.0415,-0.0032,0,-19.98,16.08,-12.96,59.4,15.37,12.52,3.1,987.87,65.493,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,209516,2018-07-24 07:59:02:169
-2.2374,-2.7246,9.244,-2.0883,-2.6397,9.2109,0.0724,-0.1543,-0.7247,-0.0181,0.033,0.0021,0,-19.8,16.92,-12.78,57.7,15.61,12.62,3.1,987.86,66.399,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,210016,2018-07-24 07:59:02:669
-1.7777,-2.5007,8.7807,-2.0462,-2.6161,9.2271,-0.093,-0.1851,0.0744,-0.0128,-0.0085,-0.0011,0,-19.38,18.66,-13.8,53.86,15.46,12.6,3.1,987.86,65.506,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,210516,2018-07-24 07:59:03:169
-1.5407,-2.6456,9.3278,-2.0011,-2.6369,9.2311,0.4604,-0.0087,0.0967,-0.0107,-0.1332,0.017,0,-19.44,17.76,-13.92,55.69,15.78,12.26,3.1,987.87,65.43,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,211015,2018-07-24 07:59:03:668
-1.8938,-2.6564,8.9004,-1.9195,-2.6071,9.2568,-0.2197,0.1602,-0.4677,-0.0234,-0.0149,-0.0053,0,-19.86,17.52,-13.5,55.89,15.39,11.8,3.1,987.87,64.256,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,211516,2018-07-24 07:59:04:169
-2.071,-2.6444,9.1686,-1.9665,-2.6244,9.2421,-0.0866,0.1644,-0.1872,0.0138,0.017,0.0021,0,-19.38,17.64,-13.8,55.57,15.54,11.84,3.1,987.87,64.594,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,212016,2018-07-24 07:59:04:669
-2.0734,-2.794,9.6702,-2.0178,-2.6018,9.2374,-0.0555,-0.1922,0.4328,0.0064,-0.0256,0.0021,0,-19.5,17.58,-13.68,55.51,15.38,12.29,3.1,987.85,60.06,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,212516,2018-07-24 07:59:05:169
-2.0063,-2.241,9.4068,-1.9911,-2.5593,9.2551,-0.0452,0.0394,0.0488,-0.0021,0.0149,0.0064,0,-19.32,18.12,-11.7,53.98,15.2,12,3.1,987.86,68.032,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,213016,2018-07-24 07:59:05:669
-2.0698,-2.7653,9.0525,-1.9115,-2.5618,9.2711,-0.1583,-0.2035,-0.2187,-0.0032,0.0053,-0.0011,0,-18.18,18.36,-13.26,53.48,15.13,11.69,3.1,987.85,64.954,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,213516,2018-07-24 07:59:06:169
-2.0279,-2.648,9.3386,-1.9161,-2.5448,9.2749,-0.1956,-0.0218,0.0865,-0.0117,0.0341,-0.0064,0,-18.18,16.8,-13.86,56.01,15.08,11.71,3.1,987.85,68.13,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,13 / 20,214016,2018-07-24 07:59:06:669
-2.0518,-1.9321,9.323,-1.953,-2.528,9.2718,0.1526,0.8437,-0.0505,-0.0011,-0.0138,0.0011,0,-18.6,16.86,-13.38,56.39,15.01,11.89,3.1,987.87,65.585,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,16 / 20,214516,2018-07-24 07:59:07:169
-1.8854,-1.4557,9.5517,-1.9617,-2.1069,9.3746,0.2427,0.7075,0.1376,0.0021,-0.016,0.0021,0,-20.58,17.22,-13.14,57.59,12.66,11.81,3.1,987.86,63.099,42.394825,-83.29555,487.1,600.78208,,53.93,48.935486,358.2,16 / 20,215015,2018-07-24 07:59:07:668
-1.9094,-1.2641,9.4643,-1.9436,-1.8503,9.4324,0.1395,0.5909,-0.1333,0.0011,0.0064,0.0011,0,-21.18,17.94,-12.3,54.77,10.99,11.65,3.1,987.85,65.109,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,16 / 20,215515,2018-07-24 07:59:08:168
-2.0794,-0.9038,9.6223,-1.9669,-1.6145,9.4708,-0.1125,0.7107,0.1515,-0.0128,0.0554,-0.0011,0,-21.54,18.18,-11.94,55.43,9.65,11.72,3.1,987.86,65.979,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,16 / 20,216016,2018-07-24 07:59:08:669
-2.1117,-0.5183,9.3494,-1.9744,-1.25,9.5242,-0.1373,0.7316,-0.1748,-0.0053,-0.0053,0,0,-21.3,17.94,-11.82,53.79,7.67,11.7,3.1,987.91,65.611,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,16 / 20,216516,2018-07-24 07:59:09:169
-1.5933,-0.0491,9.4978,-1.9986,-1.0441,9.5439,0.0413,0.9878,-0.1263,0.0043,-0.0043,0.0075,0,-19.44,18,-11.94,51.05,6.38,11.8,3.1,987.82,66.801,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,16 / 20,217016,2018-07-24 07:59:09:669
-1.7418,-0.2346,9.5409,-1.9731,-0.7122,9.5797,-0.1338,0.3782,-0.2435,-0.0021,0.0362,-0.0053,0,-18.78,18.3,-12.6,50.85,4.25,11.67,3.1,987.85,66.535,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,16 / 20,217516,2018-07-24 07:59:10:169
-2.1177,0.182,9.5217,-1.9127,-0.3848,9.6106,-0.2049,0.5668,-0.0889,-0.016,0.0426,0.0032,0,-18.84,17.88,-13.02,50.3,2.53,11.29,3.1,987.84,65.17,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,16 / 20,218017,2018-07-24 07:59:10:670
-1.7561,0.5471,10.2376,-1.9043,-0.1831,9.6182,0.372,0.4513,-0.154,0.0224,-0.098,0.0043,0,-18.12,18.42,-12.12,48.3,1.13,11.4,3.1,987.85,65.353,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,16 / 20,218516,2018-07-24 07:59:11:169
-2.0542,0.7207,10.1778,-1.9049,-0.0555,9.6197,-0.1493,0.7761,0.5581,0.0256,-0.0011,0.0064,0,-17.76,18.66,-13.2,46.83,0.41,11.2,3.1,987.81,65.547,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,16 / 20,219016,2018-07-24 07:59:11:669
-2.6576,-0.0371,9.645,-1.8209,0.0024,9.6361,-0.4572,-0.3269,-1.327,-0.0043,0.0085,-0.0053,0,-18.24,18.12,-12.72,48.07,-0.03,10.38,3.1,987.81,65.123,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,16 / 20,219516,2018-07-24 07:59:12:169
-1.9405,0.4908,10.2149,-1.9668,0.0705,9.6071,0.0849,0.0588,-0.5966,-0.0096,0.016,-0.0032,0,-18.48,18.72,-13.14,46.69,-0.38,11.41,3.1,987.78,63.177,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,16 / 20,220016,2018-07-24 07:59:12:669
-2.3882,0.1209,9.7432,-2.0524,0.0166,9.5895,-0.3358,0.1043,0.1537,0.0032,-0.0245,0.0096,0,-18.54,18.72,-12.96,48.26,-0.14,12.19,3.1,987.8,63.794,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,220515,2018-07-24 07:59:13:168
-2.3762,-0.5782,8.1977,-1.939,0.0096,9.613,0.3732,-0.3029,-1.1148,0.0479,0.0597,0.0021,0,-19.2,18.6,-12.3,47.84,-0.11,11.41,3.1,987.77,65.033,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,221016,2018-07-24 07:59:13:669
-1.7693,-0.3484,9.4224,-2.1995,-0.1143,9.5561,0.0124,-0.3993,0.7749,0,-0.0405,-0.0032,0,-19.32,18.78,-12.24,48.25,0.66,12.8,3.1,987.77,66.158,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,221516,2018-07-24 07:59:14:169
-2.0925,-1.1265,9.4858,-2.0913,-0.2425,9.578,0.3998,-0.0975,0.6237,-0.0224,-0.0224,-0.0043,0,-19.2,18.84,-13.02,48.58,1.11,12.34,3.1,987.76,66.216,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,222016,2018-07-24 07:59:14:669
-2.6863,-0.6345,9.6822,-2.0946,-0.3088,9.5754,-0.5917,-0.3256,0.1068,-0.0352,0.0629,-0.0224,0,-19.86,18.96,-13.92,50.26,1.77,12.08,3.1,987.71,67.347,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,222516,2018-07-24 07:59:15:169
-1.9381,-0.6979,9.5409,-2.4517,-0.3074,9.4903,0.1951,-0.5066,0.3978,0.0181,-0.0234,0,0,-20.46,18.78,-13.98,50.67,1.77,14.38,3.1,987.73,67.431,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,223015,2018-07-24 07:59:15:668
-3.5243,0.0299,10.2915,-2.3648,-0.3813,9.5096,1.1605,0.0557,0.6801,0.0043,-0.1641,0.0213,0,-20.4,18.84,-13.44,50.25,2.22,13.26,3.1,987.71,71.827,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,223516,2018-07-24 07:59:16:169
-1.9082,-0.9804,8.8669,-2.1856,-0.455,9.5492,0.3696,0.1031,0.607,0.0202,-0.017,0.0107,0,-20.28,19.2,-13.2,50.24,2.61,12.64,3.1,987.75,67.629,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,224016,2018-07-24 07:59:16:669
-2.4193,-2.2613,7.1706,-2.0993,-0.5719,9.5622,0.4294,-0.4971,0.1822,0.0575,-0.3665,0.0192,0,-20.28,18.54,-12.72,50.22,2.79,12.23,3.1,987.7,66.365,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,224516,2018-07-24 07:59:17:169
-2.3296,-0.8009,9.5732,-1.989,-0.7675,9.5721,-0.3405,-0.0334,0.0011,-0.0053,0.0266,-0.0021,0,-20.34,19.44,-11.94,50.18,4.41,11.66,3.1,987.67,66.307,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,225016,2018-07-24 07:59:17:669
-1.5514,-0.7709,8.9352,-2.1225,-0.7451,9.5452,0.3388,-0.6782,-0.7836,0.0107,-0.0533,0.0053,0,-20.22,19.56,-13.02,49.16,4.34,12.5,3.1,987.74,66.408,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,225516,2018-07-24 07:59:18:169
-2.1847,-0.7602,9.0369,-2.0706,-0.7381,9.5571,0.1193,0.1887,0.1717,0.0053,-0.0671,0.0064,0,-19.56,19.44,-13.26,50.66,4.43,12.34,3.1,987.71,65.648,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,226017,2018-07-24 07:59:18:670
-2.478,-0.4824,9.1578,-2.1067,-0.7205,9.5506,-0.3114,0.2943,0.0215,-0.0181,0.065,-0.0053,0,-19.62,19.08,-12.9,50.58,4.18,12.24,3.1,987.7,64.401,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,226516,2018-07-24 07:59:19:169
-2.4972,-0.5878,8.7915,-2.2709,-0.5929,9.5216,0.3879,-0.0918,-0.1687,0.0075,-0.0788,-0.0107,0,-19.98,18.72,-13.38,50.52,3.36,13.26,3.1,987.71,65.517,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,227016,2018-07-24 07:59:19:669
-1.9932,-1.1037,9.2476,-2.2101,-0.7276,9.5266,0.3199,-0.497,-0.4191,0.0043,-0.0415,0.0075,0,-19.92,18.66,-12.96,50.74,4.21,13.38,3.1,987.67,67.336,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,227515,2018-07-24 07:59:20:168
-1.5263,-0.9589,10.0916,-2.1881,-0.8097,9.5251,0.6618,-0.1492,0.5665,0.0277,-0.0842,0,0,-19.68,18.84,-13.08,50.85,4.78,13.06,3.1,987.68,66.345,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,228016,2018-07-24 07:59:20:669
-2.2517,-1.8112,9.4056,-2.2316,-0.9074,9.5061,0.3558,-0.4393,-0.0155,0.0064,-0.0032,0.0011,0,-20.04,18.78,-13.14,51,5.26,13.28,3.1,987.72,66.589,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,228516,2018-07-24 07:59:21:169
-2.5594,-0.8571,9.7336,-2.0713,-0.9581,9.5374,0.2816,0.1896,1.2988,-0.0234,-0.0202,0,0,-20.1,18.48,-12.96,52.67,5.75,13.01,3.1,987.67,68.148,42.395535,-83.295586,500,623.744355,,13.5,29.361288,359,19 / 20,229016,2018-07-24 07:59:21:669
-1.5742,-0.6273,8.8143,-2.1442,-1.0043,9.5165,0.4647,0.1579,0.3655,-0.0266,-0.0298,-0.0011,0,-21.06,18.42,-11.82,53.39,5.86,12.69,3.1,987.7,67.4,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,229515,2018-07-24 07:59:22:168
-2.3834,-0.7195,9.3661,-2.2545,-1.0652,9.4844,0.8455,0.3589,0.1583,0.0458,0.0692,0.0117,0,-19.5,19.32,-13.08,50.06,6.26,13.29,3.1,987.7,67.277,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,230016,2018-07-24 07:59:22:669
-1.8411,-1.0056,8.9986,-2.04,-1.0105,9.5387,0.1989,0.005,-0.5401,-0.0181,0.0554,0.0021,0,-18.9,19.38,-13.8,50.19,5.92,11.78,3.1,987.68,68.677,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,230515,2018-07-24 07:59:23:168
-2.4014,-1.1229,9.2548,-2.1846,-1.0484,9.5026,0.1029,0.4427,-0.7422,-0.0256,0.0522,0.0053,0,-18.96,19.2,-13.5,49.97,6.15,12.79,3.1,987.66,69.676,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,231016,2018-07-24 07:59:23:669
-2.0949,-1.7705,9.3625,-2.2201,-1.0813,9.4906,0.2197,-0.5563,-0.3604,0.0309,-0.0352,-0.016,0,-20.04,19.2,-13.26,51.25,6.26,13.16,3.1,987.69,68.821,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,231516,2018-07-24 07:59:24:169
-1.8806,-0.6153,6.9863,-2.3995,-1.0262,9.453,1.3316,2.0426,1.8775,-0.0234,0.2194,-0.0096,0,-21.12,18.72,-11.82,51.89,6.04,12.87,3.1,987.66,70.887,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,232016,2018-07-24 07:59:24:669
-2.0159,-1.6364,10.7967,-1.7323,-0.8766,9.6126,-0.0969,-0.9382,0.8896,-0.0075,-0.081,0.0021,0,-20.1,19.44,-12,50.36,5.52,10.79,3.1,987.74,71.638,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,232515,2018-07-24 07:59:25:168
-1.7334,-0.7338,10.003,-1.7067,-0.9765,9.6075,-0.0267,0.2427,0.3955,-0.0437,-0.017,0.0128,0,-20.58,18.9,-13.14,51.91,5.78,10.02,3.1,987.67,67.381,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,233015,2018-07-24 07:59:25:668
-1.8435,-1.33,10.0461,-1.6844,-1.1737,9.5893,-0.9025,-0.2376,0.1622,-0.0021,-0.033,-0.0032,0,-21.66,18.54,-12.54,53.48,7.04,10.67,3.1,987.65,68.827,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,233516,2018-07-24 07:59:26:169
-1.7131,-0.6788,9.2332,-1.7483,-1.1649,9.579,0.1154,0.552,-0.0955,0.0011,0.0138,0.0085,0,-21.24,18.96,-12.6,52.3,6.92,10.42,3.1,987.63,68.937,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,234016,2018-07-24 07:59:26:669
-1.9429,-1.5275,9.5948,-1.7437,-1.1864,9.5772,-0.799,-0.3064,0.1397,-0.0021,-0.0021,-0.0096,0,-19.8,19.8,-13.08,49.55,6.86,10.26,3.1,987.63,68.153,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,234515,2018-07-24 07:59:27:168
-2.2398,-1.0511,11.1618,-2.045,-1.4381,9.4826,0.5906,-0.5958,-1.5099,-0.0586,-0.1875,0.0149,0,-19.08,18.96,-13.8,51.05,8.36,12.06,3.1,987.64,74.093,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,235016,2018-07-24 07:59:27:669
-2.0818,-1.233,9.6845,-1.9582,-1.3885,9.5083,0.1291,-0.1965,-0.7,-0.0288,-0.0554,-0.0011,0,-21.12,19.08,-13.08,52.77,8.05,11.63,3.1,987.6,69.297,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,235516,2018-07-24 07:59:28:169
-1.8375,-1.0439,11.1498,-2.0553,-1.3871,9.488,0.2177,0.3433,1.6618,-0.032,-0.0128,0.0181,0,-21.78,18.84,-11.46,53.05,8.26,12.34,3.1,987.62,68.037,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,236016,2018-07-24 07:59:28:669
-2.2063,-1.7166,9.5804,-1.8602,-1.3311,9.5362,-0.4215,-0.1725,0.1652,0.0309,0.0032,-0.0021,0,-21.12,19.08,-12.24,52.21,7.85,10.99,3.1,987.65,70.678,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,236515,2018-07-24 07:59:29:168
-1.1313,-1.2115,9.9455,-1.9265,-1.3388,9.5219,0.0877,-0.883,-0.7017,-0.0501,0.0927,-0.0075,0,-20.52,19.02,-13.02,52.66,7.74,11.47,3.1,987.6,66.099,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,14 / 20,237016,2018-07-24 07:59:29:669
