ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.0319,-0.6883,8.8933,-1.3084,-1.3761,9.6211,0.2765,0.6878,-0.7278,-0.0138,-0.0724,0.0394,0,-18.48,16.62,-9.78,50.59,8.02,8.18,3.1,979.02,75.386,42.477234,-83.42454,719.35,867.8986972,,108,29.361288,326.5,14 / 21,1075908,2018-07-24 08:13:28:561
-1.9489,-1.2414,10.9475,-1.25,-1.3939,9.6263,-0.6989,0.1525,1.3212,0.0202,-0.3792,0.0298,0,-18.84,16.62,-9.72,51.78,7.83,6.85,3.1,979.07,75.024,42.477234,-83.42454,719.35,867.8986972,,108,29.361288,326.5,14 / 21,1076409,2018-07-24 08:13:29:062
-2.3619,-1.895,9.2225,-1.3441,-1.3848,9.6149,-1.0178,-0.5102,-0.3924,0.0309,-0.1193,0.0202,0,-19.38,16.38,-9.6,53.76,8.12,8.12,3.1,979.06,73.889,42.477234,-83.42454,719.35,867.8986972,,108,29.361288,326.5,14 / 21,1076908,2018-07-24 08:13:29:561
-1.81,-1.1396,9.1662,-1.6415,-1.4175,9.5638,-0.1686,0.2778,-0.3976,0.0032,-0.1949,0.0096,0,-18.78,15.84,-11.28,54.34,8.11,9.57,3.1,979.02,73.655,42.477234,-83.42454,719.35,867.8986972,,108,29.361288,326.5,14 / 21,1077408,2018-07-24 08:13:30:061
-2.3236,-1.8052,8.6287,-1.3319,-1.4448,9.6078,-0.9917,-0.3605,-0.9791,0.0085,0.0415,-0.0075,0,-21.72,13.5,-8.7,60.6,8.51,8.24,3.1,978.95,73.661,42.477234,-83.42454,719.35,867.8986972,,108,29.361288,326.5,14 / 21,1077908,2018-07-24 08:13:30:561
-2.3679,-2.9688,8.4623,-1.6472,-1.4884,9.5521,-0.7207,-1.4804,-1.0897,-0.0128,0.0032,-0.0032,0,-21.72,15.96,-10.92,57.95,8.72,9.4,3.1,978.93,76.234,42.477234,-83.42454,719.35,867.8986972,,108,29.361288,326.5,14 / 21,1078409,2018-07-24 08:13:31:062
-2.7378,-2.3463,8.2504,-2.4593,-1.6343,9.3516,-0.2785,-0.712,-1.1011,-0.0192,0.2141,-0.0021,0,-18.48,14.94,-10.44,55.02,9.51,13.63,3.1,978.96,75.867,42.477234,-83.42454,719.35,867.8986972,,108,29.361288,326.5,14 / 21,1078909,2018-07-24 08:13:31:562
-2.5163,-1.6795,8.7376,-3.0333,-1.663,9.1763,0.517,-0.0166,-0.4386,-0.0309,0.1236,-0.0085,0,-17.64,15.48,-10.2,55.06,9.69,17.83,3.1,978.95,75.118,42.477234,-83.42454,719.35,867.8986972,,108,29.361288,326.5,14 / 21,1079409,2018-07-24 08:13:32:062
-3.9133,-2.0315,8.2612,-2.6525,-1.4577,9.3279,-1.2608,-0.5738,-1.0667,-0.0533,0.2205,0.0032,0,-18.3,15,-10.26,54.87,8.78,16.08,3.1,978.92,74.674,42.477234,-83.42454,719.35,867.8986972,,108,29.361288,326.5,14 / 21,1079909,2018-07-24 08:13:32:562
-2.6659,-1.4174,9.9,-2.8958,-1.4941,9.2495,0.2299,0.0767,0.6506,-0.0383,0.3047,0.0032,0,-18.96,14.58,-9.9,56.02,8.74,17.12,3.1,978.8,74.57,42.477234,-83.42454,719.35,867.8986972,,108,29.361288,326.5,14 / 21,1080408,2018-07-24 08:13:33:061
-1.6927,-1.9297,11.4958,-2.5678,-1.4508,9.3527,0.8751,-0.479,2.1431,0.049,-0.0511,0.0192,0,-18.72,15.24,-9.96,55.98,8.48,15.84,3.1,978.8,75.146,42.477234,-83.42454,719.35,867.8986972,,108,29.361288,326.5,14 / 21,1080909,2018-07-24 08:13:33:562
-1.0594,-1.1444,7.7261,-1.9987,-1.39,9.4997,0.9393,0.2455,-1.7736,0.0138,0.0639,0.0032,0,-18.06,15.12,-9.84,54.6,8.12,12.24,3.1,978.64,74.475,42.477234,-83.42454,719.35,867.8986972,,108,29.361288,326.5,14 / 21,1081408,2018-07-24 08:13:34:061
-1.4281,-1.6209,6.4069,-1.9267,-1.3194,9.5246,0.4986,-0.3015,-3.1177,-0.032,-0.1097,0.0011,0,-17.64,15.54,-9.9,52.51,7.43,11.54,3.1,978.65,75.393,42.477234,-83.42454,719.35,867.8986972,,108,29.361288,326.5,14 / 21,1081908,2018-07-24 08:13:34:561
-1.5455,-1.6125,9.9359,-1.605,-1.5731,9.5457,0.0595,-0.0394,0.3903,-0.0394,0.2961,0.0117,0,-17.7,15.12,-10.14,54.58,8.82,8.49,3.1,978.58,74.689,42.477234,-83.42454,719.35,867.8986972,,108,29.361288,326.5,13 / 21,1082409,2018-07-24 08:13:35:062
-1.7789,-1.8411,9.1806,-1.9625,-1.6199,9.4707,0.1836,-0.2212,-0.2902,-0.0266,0.0341,-0.0202,0,-17.88,14.94,-10.14,54.92,9.3,11.97,3.1,978.61,75.513,42.477234,-83.42454,719.35,867.8986972,,108,29.361288,326.5,13 / 21,1082908,2018-07-24 08:13:35:561
-1.0139,-2.3858,8.4647,-1.8936,-1.7704,9.4578,0.8796,-0.6155,-0.9931,0.0107,0.0138,0,0,-17.88,14.7,-9.9,55.1,10.02,11.22,3.1,978.58,74.707,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1083408,2018-07-24 08:13:36:061
-2.496,-1.8352,9.2488,-1.7352,-1.7843,9.4856,-0.7608,-0.0509,-0.2368,0.0107,0.0437,0.0064,0,-17.88,14.88,-9.78,55.24,10.53,10.79,3.1,978.6,74.195,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1083908,2018-07-24 08:13:36:561
-1.9644,-1.5682,10.1742,-1.907,-1.9777,9.4139,-0.0574,0.4095,0.7602,0.0032,-0.0309,0.0128,0,-17.94,15.48,-10.56,56.19,11.48,10.78,3.1,978.65,74.96,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1084408,2018-07-24 08:13:37:061
-0.8966,-1.8016,8.8717,-2.0753,-1.9759,9.3787,1.1787,0.1743,-0.5069,0.0053,-0.0202,0.0064,0,-17.58,15.42,-10.68,56.27,11.59,12.45,3.1,978.54,74.499,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1084908,2018-07-24 08:13:37:561
-1.9788,-1.7573,9.3793,-1.9065,-2.0031,9.4087,-0.0723,0.2458,-0.0294,0.0021,-0.032,0.0032,0,-17.46,15.72,-10.44,52.38,11.67,11.29,3.1,978.51,74.11,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1085408,2018-07-24 08:13:38:061
-0.0323,-1.166,9.5612,-1.9631,-1.9704,9.4039,1.9308,0.8045,0.1573,0.0224,-0.0948,0.0309,0,-17.82,16.38,-11.04,54.36,11.68,11.24,3.1,978.48,75.294,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1085909,2018-07-24 08:13:38:562
-1.4976,-1.7561,9.8593,-1.3342,-1.9292,9.522,-0.1634,0.1731,0.3373,0.0053,-0.0426,-0.0192,0,-18.48,15.96,-10.74,54.1,11.49,7.89,3.1,978.47,74.08,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1086408,2018-07-24 08:13:39:061
-1.3539,-2.4241,11.163,-1.2458,-1.9606,9.5276,-0.1082,-0.4635,1.6354,0.0426,-0.3665,-0.0117,0,-18.96,15.36,-10.26,56.64,11.35,6.39,3.1,978.39,75.092,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1086908,2018-07-24 08:13:39:561
-2.2098,-3.1208,8.7137,-1.1238,-2.3638,9.4509,-1.086,-0.757,-0.7372,-0.0234,0.0874,0.0138,0,-19.14,15.06,-10.74,58.16,13.72,6.16,3.1,978.55,73.382,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1087408,2018-07-24 08:13:40:061
-1.1049,-4.2868,8.8538,-1.2846,-3.0029,9.2468,0.1797,-1.2839,-0.393,-0.066,0.1023,-0.0181,0,-19.44,14.82,-10.98,59.91,17.65,7.79,3.1,978.56,73.561,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1087908,2018-07-24 08:13:40:561
-2.0327,-3.9672,10.9259,-0.9951,-3.4086,9.1412,-1.0376,-0.5586,1.7847,0.0224,-0.0426,0,0,-19.86,14.94,-10.92,62.36,20.44,7.08,3.1,978.55,74.298,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1088408,2018-07-24 08:13:41:061
-0.51,-2.5163,9.1698,-1.0856,-3.4365,9.1204,0.5756,0.9202,0.0494,0.0224,0.0522,0.0181,0,-21.12,14.94,-10.98,63.57,20.78,6.45,3.1,978.6,74.779,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1088908,2018-07-24 08:13:41:561
-2.0925,-1.488,8.7736,-1.3284,-2.7618,9.3155,-0.7641,1.2738,-0.5419,-0.0245,0.1193,0.0245,0,-21.54,14.76,-11.82,63.34,16.93,7.87,3.1,978.61,74.137,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1089408,2018-07-24 08:13:42:061
-2.1452,-1.2175,10.9427,-1.9056,-2.3461,9.3292,-0.2396,1.1287,1.6135,0.0245,-0.2546,0.0597,0,-21.12,15.18,-12.18,61.08,14.05,10.5,3.1,978.57,73.638,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1089908,2018-07-24 08:13:42:561
-2.2254,-1.7023,8.9615,-1.8498,-2.1823,9.3801,-0.3756,0.48,-0.4186,0.0234,0.0202,0.0266,0,-20.46,15.72,-12,57.8,12.96,11.39,3.1,978.61,71.383,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1090408,2018-07-24 08:13:43:061
-2.6959,-2.3631,8.8825,-1.9659,-2.0752,9.3808,-0.73,-0.2879,-0.4983,-0.0181,-0.0266,0.0277,0,-20.52,15.18,-10.74,59.8,12.37,12.29,3.1,978.6,72.731,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,13 / 21,1090908,2018-07-24 08:13:43:561
-3.3579,-1.4389,9.177,-2.4953,-1.8845,9.2948,-0.8626,0.4456,-0.1178,-0.0288,0.1044,0.0735,0,-20.4,15.6,-9.6,55.96,11.32,14.5,3.1,978.55,72.827,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,16 / 21,1091408,2018-07-24 08:13:44:061
-2.6396,-1.5993,8.0146,-2.7709,-1.4944,9.2876,0.1313,-0.1049,-1.273,-0.0256,-0.0192,0.0277,0,-19.98,15.36,-9.36,56.54,8.92,16.52,3.1,978.54,72.817,42.481434,-83.427635,751.61,867.8986972,,119.7,78.29677,332.4,16 / 21,1091908,2018-07-24 08:13:44:561
-1.8004,-1.3132,9.3769,-2.0159,-1.3332,9.5042,0.2154,0.02,-0.1273,0.0128,-0.0554,0.0128,0,-19.98,15.12,-9.96,56.97,7.99,12.36,3.1,978.52,73.518,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,16 / 21,1092408,2018-07-24 08:13:45:061
-2.065,-0.3124,9.8689,-2.0669,-1.2537,9.504,0.0019,0.9413,0.3649,0.0117,-0.016,0.0298,0,-19.86,15.18,-10.5,56.83,7.42,12.3,3.1,978.55,74.372,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,16 / 21,1092908,2018-07-24 08:13:45:561
-1.4557,-1.409,8.8202,-2.164,-1.1362,9.4972,0.7083,-0.2728,-0.6769,0.0266,-0.1672,0.0192,0,-19.8,15.24,-10.26,56.65,6.55,12.93,3.1,978.49,74.161,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,16 / 21,1093409,2018-07-24 08:13:46:062
-1.6281,-1.6269,9.6594,-2.2116,-1.2143,9.4765,0.5835,-0.4126,0.1829,0.0341,-0.0618,0.0181,0,-19.68,14.7,-9.36,56.24,6.88,13.19,3.1,978.57,74.798,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,16 / 21,1093908,2018-07-24 08:13:46:561
-1.1744,-0.8595,7.7021,-2.2421,-1.0851,9.485,1.0678,0.2256,-1.7829,-0.0575,-0.0234,0.0394,0,-19.62,14.52,-8.94,56.18,6.62,12.57,3.1,978.54,73.353,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,16 / 21,1094408,2018-07-24 08:13:47:061
-1.342,-0.9098,10.1287,-2.1975,-0.9766,9.5073,0.8555,0.0668,0.6214,0,-0.1747,0.0298,0,-19.62,14.22,-8.76,57.87,5.68,12.81,3.1,978.51,74.586,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,16 / 21,1094908,2018-07-24 08:13:47:561
-0.6213,-0.723,9.973,-1.7996,-0.9131,9.5968,1.1783,0.19,0.3763,0.0181,0.0128,0.0288,0,-20.76,13.98,-9.06,58.87,5.4,10.62,3.1,978.43,73.889,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,16 / 21,1095408,2018-07-24 08:13:48:061
-1.7035,-0.1041,11.0828,-1.998,-0.808,9.5669,0.2945,0.7038,1.5159,0.0277,-0.0341,0.0458,0,-20.94,13.86,-10.44,59.12,4.65,11.54,3.1,978.43,74.054,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,16 / 21,1095908,2018-07-24 08:13:48:561
-1.4389,-0.3041,10.0197,-1.815,-0.7719,9.6063,0.376,0.4678,0.4135,-0.0128,-0.066,0.049,0,-20.7,13.92,-11.28,59.33,4.42,10.16,3.1,978.43,74.08,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,16 / 21,1096408,2018-07-24 08:13:49:061
-2.15,-1.2175,9.7683,-1.6646,-0.9199,9.6205,-0.4854,-0.2976,0.1479,0.0298,-0.1119,0.0394,0,-19.92,13.98,-13.56,59.44,5,9.79,3.1,978.41,75.046,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,16 / 21,1096908,2018-07-24 08:13:49:561
-1.5347,-1.5586,8.7005,-1.9341,-1.2778,9.5287,0.3994,-0.2809,-0.8282,-0.0224,-0.0213,0.0405,0,-18.18,14.1,-14.4,58.35,7.24,11.76,3.1,978.42,74.362,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1097408,2018-07-24 08:13:50:061
-2.4529,-1.2785,7.9823,-2.2584,-1.3549,9.4464,-0.1944,0.0764,-1.4641,-0.0192,0.0863,0.0383,0,-17.64,14.16,-14.28,58.66,7.75,12.64,3.1,978.4,74.224,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1097908,2018-07-24 08:13:50:561
-2.8407,-1.5323,8.7819,-2.4501,-1.372,9.396,-0.3906,-0.1603,-0.6141,-0.0245,0.1087,0.049,0,-16.86,14.16,-14.22,57.86,8.17,14.41,3.1,978.42,74.414,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1098409,2018-07-24 08:13:51:062
-2.2649,-1.1803,8.3833,-2.2551,-1.3201,9.4521,-0.0099,0.1398,-1.0688,0.0011,-0.1023,0.0533,0,-15.18,14.16,-13.26,54.36,7.72,13.64,3.1,978.34,75.25,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1098908,2018-07-24 08:13:51:561
-1.3815,-1.0774,9.7372,-2.4453,-1.1604,9.4257,1.0638,0.083,0.3115,-0.0256,0.1289,0.0341,0,-14.52,14.04,-12.48,53.54,6.88,14.58,3.1,978.36,74.792,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1099409,2018-07-24 08:13:52:062
-2.0638,-1.3563,9.4727,-2.6811,-1.2181,9.354,0.6173,-0.1382,0.1186,0.0011,0.0618,0.049,0,-13.8,14.22,-12.24,52.24,7.04,15.56,3.1,978.32,74.55,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1099908,2018-07-24 08:13:52:561
-2.4253,-2.0039,8.8933,-2.8636,-1.3368,9.2835,0.4383,-0.6672,-0.3902,-0.0138,-0.0426,0.0352,0,-13.98,13.86,-12.18,52.69,7.68,17.15,3.1,978.34,75.413,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1100409,2018-07-24 08:13:53:062
-2.6348,-1.2246,9.894,-2.5637,-1.511,9.3442,-0.0711,0.2864,0.5498,-0.0138,0.1033,0.0362,0,-14.4,13.26,-13.26,55.77,8.76,14.93,3.1,978.37,74.604,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1100908,2018-07-24 08:13:53:561
-1.3874,-0.9445,8.3929,-2.3392,-1.623,9.3843,0.9517,0.6785,-0.9914,0.0671,-0.0522,0.033,0,-15,13.44,-11.34,55.92,9.47,14.44,3.1,978.38,74.38,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1101408,2018-07-24 08:13:54:061
-2.3284,-0.8703,9.238,-2.075,-1.5149,9.4641,-0.2534,0.6446,-0.2261,0.0352,-0.1182,0.0373,0,-4.86,13.92,-22.38,42.51,8.93,12.89,3.1,978.45,73.508,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1101909,2018-07-24 08:13:54:562
-2.654,-2.0578,9.4056,-2.1069,-1.4734,9.4636,-0.5471,-0.5844,-0.058,-0.0138,0.0043,0.0373,0,2.64,13.2,-25.68,17.78,8.96,12.77,3.1,978.31,72.094,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1102408,2018-07-24 08:13:55:061
-2.6516,-1.2917,10.0389,-2.0832,-1.4801,9.4678,-0.5683,0.1884,0.5711,0.0245,-0.0597,0.033,0,8.88,7.62,-17.16,315.02,8.68,12.51,3.1,978.41,69.538,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1102908,2018-07-24 08:13:55:561
-2.5127,-2.0794,9.329,-2.2672,-1.4909,9.4238,-0.2455,-0.5885,-0.0948,0.0522,-0.1971,0.0394,0,18.54,8.64,-6,293.32,8.66,13.82,3.1,978.22,74.987,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1103408,2018-07-24 08:13:56:061
-2.6887,-0.9948,10.234,-2.4594,-1.4168,9.3869,-0.2293,0.4221,0.8471,-0.0075,-0.2237,0.0778,0,20.1,9,-10.8,291.75,8.24,13.91,3.1,978.32,68.63,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1103909,2018-07-24 08:13:56:562
-3.7757,-0.7183,10.0868,-2.4867,-1.2837,9.3989,-1.289,0.5655,0.6879,-0.0117,0.1726,0.0469,0,12.36,14.16,-16.68,327.79,7.64,15.26,3.1,978.35,74.498,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1104408,2018-07-24 08:13:57:061
-2.144,-1.7346,7.7141,-2.3842,-1.3696,9.4133,0.2402,-0.365,-1.6992,-0.0533,-0.0991,0.0415,0,8.58,5.76,-13.5,305.57,7.8,14.34,3.1,978.39,72.487,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1104908,2018-07-24 08:13:57:561
-1.1648,-0.984,8.5389,-2.6598,-1.4354,9.3293,1.4951,0.4514,-0.7903,-0.0394,0.0501,0.0352,0,-8.64,11.04,-4.86,43.51,8.19,15.55,3.1,978.43,74.075,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1105408,2018-07-24 08:13:58:061
-1.2486,-1.1959,11.1211,-2.4055,-1.5509,9.3797,1.1569,0.355,1.7414,-0.0277,-0.0927,0.0256,0,-12.24,10.26,-5.28,53.3,8.96,14.56,3.1,978.45,73.859,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1105908,2018-07-24 08:13:58:561
-2.1943,-1.9034,8.4982,-2.4372,-1.6332,9.3575,0.2429,-0.2702,-0.8593,-0.0256,0.1225,0.0224,0,-11.88,9.18,-4.38,55.29,9.48,14.82,3.1,978.26,73.804,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1106408,2018-07-24 08:13:59:061
-1.9321,-1.6328,10.0676,-2.3206,-1.6808,9.3787,0.3885,0.0479,0.6889,0.0085,-0.1651,0.033,0,-11.94,11.64,-3.96,47.25,10,14.38,3.1,978.29,73.774,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,17 / 21,1106909,2018-07-24 08:13:59:562
-2.5965,-0.8954,9.4954,-2.0498,-1.6999,9.4382,-0.5467,0.8045,0.0572,0.0096,-0.0021,0.0437,0,-11.22,9.78,-3.78,50.44,10.04,12.79,3.1,978.49,73.893,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,16 / 21,1107408,2018-07-24 08:14:00:061
-2.2278,-1.585,10.2604,-2.3269,-1.6127,9.3891,0.0991,0.0277,0.8713,-0.0107,0.0842,0.0277,0,-11.34,8.7,-5.94,55.42,9.49,13.34,3.1,978.58,74.501,42.483482,-83.429115,738.71,887.2813642,,90.11,44.041935,325.8,16 / 21,1107908,2018-07-24 08:14:00:561
-2.5139,-1.5095,8.77,-2.1583,-1.4969,9.4484,-0.3556,-0.0127,-0.6784,-0.0415,0.0522,0.0352,0,-11.04,10.02,-6.66,53.14,8.8,13.09,3.1,978.62,74.108,42.485847,-83.43313,741.94,887.2813642,,97.09,48.935486,293.2,16 / 21,1108408,2018-07-24 08:14:01:061
-2.2098,-1.2426,8.8095,-2.0934,-1.4554,9.4694,-0.1164,0.2128,-0.6599,-0.0032,0.0213,0.0426,0,-10.08,10.26,-6.24,49.86,8.54,12.98,3.1,978.58,74.123,42.485847,-83.43313,741.94,887.2813642,,97.09,48.935486,293.2,16 / 21,1108908,2018-07-24 08:14:01:561
-4.221,-1.7669,11.3617,-2.4905,-1.4261,9.3773,-1.7305,-0.3408,1.9844,-0.0138,-0.2439,0.0597,0,-9.66,10.56,-6.24,47.13,8.48,14.99,3.1,978.57,74.043,42.485847,-83.43313,741.94,887.2813642,,97.09,48.935486,293.2,16 / 21,1109408,2018-07-24 08:14:02:061
-2.824,-2.5774,9.104,-2.5872,-1.4704,9.3442,-0.2368,-1.1069,-0.2403,0.016,-0.0053,0.0469,0,-8.64,9.96,-7.44,48.69,8.6,14.8,3.1,978.6,74.553,42.485847,-83.43313,741.94,887.2813642,,97.09,48.935486,293.2,16 / 21,1109909,2018-07-24 08:14:02:562
-3.5207,-1.585,8.4862,-2.5129,-1.5292,9.3551,-1.0077,-0.0558,-0.8688,-0.016,0.0714,0.0288,0,-10.14,9.42,-4.62,52.04,8.87,15.57,3.1,978.69,74.128,42.485847,-83.43313,741.94,887.2813642,,97.09,48.935486,293.2,16 / 21,1110408,2018-07-24 08:14:03:061
-2.8407,-2.6911,7.0557,-2.318,-1.63,9.3883,-0.5227,-1.061,-2.3326,-0.0565,0.2802,0.016,0,-10.26,6.48,-6.36,64.39,9.61,13.96,3.1,978.7,73.657,42.485847,-83.43313,741.94,887.2813642,,97.09,48.935486,293.2,16 / 21,1110908,2018-07-24 08:14:03:561
-1.8316,-2.0901,9.4188,-2.5241,-1.4971,9.3573,0.6925,-0.5931,0.0615,0.0277,0.0383,0.0362,0,-9.72,9.42,-6,53.12,8.69,14.94,3.1,978.72,73.834,42.485847,-83.43313,741.94,887.2813642,,97.09,48.935486,293.2,16 / 21,1111409,2018-07-24 08:14:04:062
-1.4569,-1.5742,9.7863,-2.3007,-1.4472,9.4225,0.8438,-0.127,0.3638,-0.0213,0.1641,0.0383,0,-7.98,7.74,-6.24,51.38,8.4,13.53,3.1,978.76,74.942,42.485847,-83.43313,741.94,887.2813642,,97.09,48.935486,293.2,16 / 21,1111908,2018-07-24 08:14:04:561
-1.4868,-1.8399,8.4132,-2.3609,-1.5155,9.3968,0.8741,-0.3244,-0.9836,-0.016,0.13,0.0341,0,-8.22,8.28,-7.02,52.95,8.97,14.16,3.1,978.83,74.174,42.485847,-83.43313,741.94,887.2813642,,97.09,48.935486,293.2,16 / 21,1112408,2018-07-24 08:14:05:061
-2.375,-1.7286,8.7783,-2.1839,-1.4809,9.445,-0.1912,-0.2477,-0.6667,-0.0043,-0.0554,0.0362,0,-8.46,7.5,-7.32,52.76,8.68,13.68,3.1,978.78,72.873,42.485847,-83.43313,741.94,887.2813642,,97.09,48.935486,293.2,16 / 21,1112908,2018-07-24 08:14:05:561
